city,lat,lng,population,density
Blountsville,34.0814,-86.5867,2009,143
Madison Center,41.2794,-72.6003,2009,380
Grove City,26.9071,-82.3259,2009,572
North Warren,41.8833,-79.1672,2008,94
Cranford,40.6548,-74.3053,2008,1823.7
Raymond,32.261,-90.409,2007,268
Devens,42.5439,-71.6146,2007,114
Minonk,40.9104,-89.0381,2007,322
Mount Pleasant,35.3771,-80.4503,2007,228
Hickman,36.565,-89.1836,2005,218
Appomattox,37.3592,-78.8276,2005,348
Gold Key Lake,41.3145,-74.9434,2005,340
Emporium,41.5102,-78.2362,2004,1090
Patterson Tract,36.3795,-119.2956,2003,534
Marlette,43.3268,-83.0806,2002,478
Marble Hill,37.3032,-89.9808,2001,466
Morrow,39.35,-84.123,1999,379
Morris,33.7464,-86.8042,1999,242
Englishtown,40.2971,-74.3607,1999,1354
Bellville,40.6297,-82.5244,1999,270
South Park,43.4234,-110.7994,1999,67
Central Square,43.286,-76.1419,1998,404
Lithopolis,39.8112,-82.8155,1998,346
Century,30.9767,-87.2629,1998,239
Cleona,40.3385,-76.4771,1997,924
Tchula,33.1831,-90.2232,1997,547
Aquebogue,40.9425,-72.6149,1996,202
Celina,36.5469,-85.5043,1995,417
Warsaw,38.7774,-84.904,1995,800
Valencia,34.8053,-106.6868,1995,388
Elida,40.7867,-84.1995,1995,698
Gold Bar,47.8563,-121.6921,1995,727
Hurstbourne Acres,38.2201,-85.5907,1995,1777.6
Churchill,41.1694,-80.6659,1995,306
Clinton,42.5574,-88.868,1994,537
Vázquez,18.0684,-66.2331,1994,521
Rocky Top,36.225,-84.1548,1994,475
Lone Star,32.9392,-94.709,1993,388
Enetai,47.5885,-122.6054,1993,735
Edisto,33.4777,-80.8999,1993,146
Willow Grove,31.5591,-97.296,1992,148
Ben Wheeler,32.4463,-95.7023,1992,256
Marion,32.4303,-88.646,1992,212
Yorklyn,39.9929,-76.6428,1992,1710
Lorenz Park,42.2669,-73.77,1992,430
Falling Waters,39.5637,-77.8875,1991,611
Munising,46.4172,-86.6439,1991,146
Camp Croft,34.9102,-81.8595,1991,290
Bell Canyon,34.2082,-118.6876,1991,211
Kent Estates,41.4665,-91.0569,1991,168
Parma,43.7864,-116.9429,1990,710
Auburn,43.6021,-84.0756,1990,727
Fern Prairie,45.637,-122.3963,1989,153
Princeton Junction,40.3206,-74.6237,1989,421
Veedersburg,40.1137,-87.2566,1989,256
Dolan Springs,35.5905,-114.2851,1989,13
Mount Ayr,40.7141,-94.2375,1988,284
Hamilton,39.7433,-94.0027,1988,539
Gordonsville,38.136,-78.1879,1988,809
Bethel,35.8072,-77.3763,1987,729
Blaine,36.1478,-83.6939,1987,80
Oyster Bay Cove,40.8569,-73.5037,1987,183
Bradford,40.1319,-84.4293,1987,919
Hull,43.1894,-96.1342,1987,550
Jones Creek,28.9752,-95.4714,1986,303
West Tawakoni,32.8976,-96.0218,1985,271
Tylertown,31.1173,-90.1445,1985,233
Afton,42.727,-110.9315,1984,172
Old Saybrook Center,41.2918,-72.3682,1984,388
Lafourche Crossing,29.7675,-90.7697,1982,181
Maroa,40.0365,-88.9561,1982,433
Cooper,33.3716,-95.6912,1981,523
Santa Nella,37.1012,-121.0157,1981,163
North Newton,38.0766,-97.3475,1981,838
Raintree Plantation,38.2535,-90.6028,1980,391
Hollandale,33.1761,-90.8529,1980,345
Tavernier,25.0188,-80.5132,1980,304
River Heights,41.7221,-111.8193,1980,1161
Ocean Park,46.4961,-124.0443,1980,252
Long Beach,38.4568,-76.4737,1979,457
Glenwood,34.3278,-93.5308,1979,85
Reinholds,40.2697,-76.1218,1978,829
Alta,42.6717,-95.3045,1978,708
Prestbury,41.7848,-88.4225,1978,1220
Whitwell,35.1918,-85.5212,1977,217
Carrington,47.452,-99.1307,1977,321
Three Forks,45.8899,-111.5525,1977,532
Boring,45.4304,-122.3716,1977,177
Cedar Heights,38.9037,-76.9059,1977,2612.6
Cridersville,40.6509,-84.1428,1976,737
Badin,35.4071,-80.1184,1976,420
Des Allemands,29.8162,-90.4746,1976,76
Jemez Pueblo,35.6066,-106.7333,1976,373
Mountain Lake Park,39.4004,-79.3812,1975,398
Steele,36.0903,-89.8402,1975,352
Rafael González,18.4264,-66.7872,1975,1829
Harrisville,39.2104,-81.0485,1975,481
Laughlin AFB,29.3568,-100.7829,1975,119
Marfa,30.3107,-104.0255,1974,469
Burns Flat,35.3547,-99.1751,1974,880
Pierce,42.199,-97.5287,1973,832
Jerome,39.7677,-89.6785,1973,1648
Ingram,30.0771,-99.2374,1973,519
Merrionette Park,41.6812,-87.7012,1973,3393.7
Hopwood,39.8773,-79.7017,1973,403
Catlin,40.0677,-87.708,1972,896
Crow Agency,45.6026,-107.4591,1972,103
North Hartsville,34.401,-80.071,1972,167
Liberty,37.3205,-84.9287,1971,406
Gibbon,40.7461,-98.8458,1971,876
North Puyallup,47.2015,-122.2742,1970,724
Mackinaw,40.5341,-89.355,1970,639
Hagerstown,39.9115,-85.1555,1970,576
Watts Mills,34.5164,-81.9856,1970,332
Nambe,35.8984,-105.9667,1970,87
Grayling,44.6566,-84.7091,1969,370
Cienega Springs,34.2009,-114.2089,1969,214
Doe Valley,37.9745,-86.1107,1969,187
Cosmopolis,46.954,-123.7726,1968,545
Dover Beaches North,39.9921,-74.0715,1968,826
Bayou Vista,29.3257,-94.939,1967,1640.7
Laton,36.4314,-119.6976,1967,300
Laurel Hollow,40.8541,-73.4755,1967,256
Stewart Manor,40.7202,-73.6854,1966,3449.3
Garyville,30.0688,-90.6285,1966,53
Prophetstown,41.6702,-89.9348,1965,566
Salyersville,37.7459,-83.0646,1964,307
Hillsboro Beach,26.2837,-80.0796,1964,2538.8
Peosta,42.4477,-90.8448,1964,305
Clancy,46.4493,-112.0029,1964,19
Butler,43.1084,-88.0713,1964,970
Columbus,45.636,-109.2488,1964,552
Brownlee Park,42.3257,-85.1357,1964,374
Las Lomas,26.3638,-98.7748,1963,1927
North Fork,33.9965,-109.9593,1963,12
Washington Heights,41.4692,-74.4177,1963,515
Great River,40.7137,-73.1628,1961,180
New Berlinville,40.3451,-75.6312,1961,502
Clinton,43.0489,-75.3784,1961,1209
Breckinridge Center,37.682,-87.8656,1961,288
Questa,36.7114,-105.5935,1961,148
Stacy,45.3841,-92.9938,1960,234
Las Maravillas,34.734,-106.669,1960,749
Sag Harbor,40.9971,-72.2892,1959,419
Eaton,40.3218,-85.3591,1959,202
Waldport,44.4172,-124.0665,1959,278
Weston,40.5224,-74.5765,1959,542
East Lexington,37.8009,-79.416,1959,330
Lake Summerset,42.4519,-89.3986,1958,356
South Creek,46.9994,-122.392,1958,98
Gaylord,44.5559,-94.2133,1958,406
Elberta,30.3855,-87.5888,1958,108
Shamrock,35.2154,-100.2462,1958,369
Manahawkin,39.6931,-74.2495,1957,409
Pecatonica,42.3086,-89.3577,1957,588
Vincent,33.3849,-86.4087,1956,36
Ridgely,38.9528,-75.8828,1956,405
Willow,61.8157,-149.753,1956,0
Darien,31.3568,-81.4314,1956,35
Shaw,33.6015,-90.772,1955,678
Gila Bend,32.9662,-112.7154,1955,11
Geneva,40.5308,-97.5974,1955,333
Weedsport,43.0482,-76.5637,1954,773
Huachuca City,31.6308,-110.3421,1954,266
Winfield,38.9928,-90.7456,1954,913
Arcade,34.0693,-83.5399,1954,82
Slayton,43.9901,-95.7576,1953,384
Houston,61.6159,-149.8003,1952,31
Shawsville,37.1707,-80.2527,1952,316
Gordon,32.8866,-83.3349,1951,139
Newtown,40.2289,-74.9323,1951,1360
Manhattan,45.8622,-111.3344,1950,432
Rankin,40.411,-79.8813,1948,1736
Rector,36.2642,-90.2935,1948,551
Porterdale,33.5739,-83.8941,1948,316
Volga,44.3219,-96.9219,1948,675
Malad City,42.1899,-112.2497,1945,444
Flomaton,31.0127,-87.2541,1945,147
Cowpens,35.0186,-81.8041,1944,327
Murphys,38.1371,-120.4488,1944,177
Junction City,37.5853,-84.7903,1944,374
Crystal Lawns,41.5685,-88.1638,1943,1136
Mowbray Mountain,35.2751,-85.2225,1943,37
Robesonia,40.3495,-76.1391,1942,841
Bourbon,41.2993,-86.1167,1942,651
Coal City,37.6776,-81.218,1942,118
Midland City,31.3157,-85.4937,1942,123
Reynolds Heights,41.3433,-80.4032,1941,258
Slocomb,31.1103,-85.5954,1941,78
Salt Creek Commons,41.5112,-87.1413,1941,1642.6
Rutgers University-Livingston Campus,40.5198,-74.4403,1941,561
Abbotsford,44.9435,-90.3174,1940,252
Stafford,45.3786,-122.6822,1940,119
Farmington,40.697,-90.0024,1939,497
Fennville,42.5947,-86.1051,1939,685
Blooming Prairie,43.8684,-93.0552,1939,529
Chuluota,28.638,-81.1159,1939,415
Mason Neck,38.6556,-77.1819,1938,53
Homerville,31.0385,-82.742,1938,214
Westernport,39.488,-79.0429,1938,851
Grandview Plaza,39.0327,-96.793,1938,883
Carbon Cliff,41.4981,-90.3917,1937,356
Langdon,48.7624,-98.3747,1936,483
Avoca,36.398,-94.071,1936,398
Edmonton,36.9854,-85.6192,1936,196
LaCoste,29.31,-98.8116,1936,1185
Decatur,42.1075,-85.9746,1935,552
Osseo,44.5795,-91.212,1934,365
San Antonio,18.4391,-66.9321,1934,550
Kenvil,40.8816,-74.622,1934,629
King Arthur Park,45.6663,-111.1268,1933,1613
Kingsley,44.5845,-85.5347,1933,613
Lykens,40.5641,-76.6983,1932,611
Peach Lake,41.3693,-73.5785,1932,258
Jonestown,40.413,-76.4806,1932,1177
Morenci,41.7226,-84.2169,1932,351
Wadley,32.8663,-82.4014,1931,163
Vonore,35.5977,-84.2364,1931,84
Clifton Springs,42.9609,-77.135,1931,502
Ben Avon,40.5058,-80.0814,1931,1816.5
Tyler Run,39.9305,-76.7011,1931,771
Gruetli-Laager,35.3726,-85.6375,1931,58
Goodrich,42.9147,-83.5092,1930,339
Centerburg,40.3038,-82.6976,1930,770
New Johnsonville,36.0163,-87.9696,1930,144
Belington,39.0219,-79.9383,1929,361
Ida Grove,42.3439,-95.4733,1929,339
Port Dickinson,42.1361,-75.8939,1928,1187
English Creek,39.3795,-74.6481,1927,154
Jeffersonville,37.966,-83.8319,1927,271
Kapaau,20.234,-155.8028,1927,120
Lake Ripley,43.0045,-88.9829,1927,222
Glen Alpine,35.7307,-81.7826,1927,346
Central,36.3289,-82.294,1926,211
Charlack,38.7029,-90.3427,1924,1536.9
Claremont,35.7104,-81.1532,1924,260
Holiday Heights,39.9396,-74.2572,1924,147
Albany,40.2479,-94.3335,1924,304
Los Molinos,40.027,-122.0981,1924,341
Dunkirk,40.3741,-85.2076,1923,631
Plantsville,41.5832,-72.8919,1923,746
Manitou Beach-Devils Lake,41.9786,-84.2857,1923,122
Laurium,47.2351,-88.4382,1922,1142
Corcovado,18.461,-66.7778,1922,1431
Woodcreek,30.0266,-98.1115,1922,683
Lepanto,35.6085,-90.3329,1922,474
Emerson,34.1303,-84.7483,1921,86
Mechanicsburg,40.0735,-83.5564,1921,755
Wellsville,38.7175,-95.0778,1921,432
New Athens,38.3188,-89.8743,1920,350
Maunabo,18.0056,-65.9009,1920,1265
Como,34.5134,-89.9391,1919,392
Bridgeport,38.7096,-87.759,1919,691
Hope,39.2992,-85.766,1919,780
Trail Creek,41.6963,-86.8555,1919,608
Miami,33.3951,-110.8724,1919,831
Fife Heights,47.2596,-122.346,1919,700
Strawberry Plains,36.0632,-83.6594,1919,176
Grapeland,31.4948,-95.4765,1918,287
Princeville,22.2181,-159.4801,1918,284
Toro Canyon,34.4354,-119.5562,1918,78
Golden Meadow,29.3876,-90.2739,1918,302
Uniontown,32.449,-87.4958,1918,48
Sully Square,38.9183,-77.4248,1918,933
Fisher,40.3157,-88.3503,1917,556
Rehobeth,31.1242,-85.4383,1917,98
Lake Mary Jane,28.3854,-81.1709,1917,140
Montverde,28.5971,-81.6786,1917,442
Skyline Acres,39.2282,-84.5661,1916,1242
Timnath,40.5338,-104.9623,1916,112
Wedgefield,33.883,-80.5156,1916,86
East Pepperell,42.6654,-71.5635,1916,522
Temelec,38.2577,-122.4982,1915,465
Andrews,35.1994,-83.8262,1915,429
Maunawili,21.3667,-157.7713,1915,404
First Mesa,35.8389,-110.3665,1914,46
Seymour,37.1473,-92.7689,1913,211
Olla,31.8981,-92.2404,1912,187
Stateburg,33.9752,-80.5263,1912,158
Ada,47.2989,-96.5165,1912,550
Cold Spring,41.4191,-73.9545,1911,1242
Lattingtown,40.8922,-73.5967,1911,196
Tappahannock,37.9187,-76.8667,1911,276
Sterling,31.2603,-81.5525,1909,171
Sigourney,41.334,-92.2044,1909,340
Gunter,33.4647,-96.7646,1909,41
Palm Valley,26.2015,-97.7546,1909,1233
Flying Hills,40.2787,-75.9164,1908,1436
Laurel Springs,39.8213,-75.0053,1908,1631
Buna,30.4458,-93.9625,1908,122
Joseph City,34.9614,-110.3274,1908,99
Desoto Lakes,27.3781,-82.4951,1907,1776
Mitchell,41.9427,-103.8098,1907,1096
Bernie,36.6718,-89.9707,1906,562
Goldthwaite,31.4513,-98.5736,1906,364
Harwich Port,41.6724,-70.0641,1906,279
Cloverdale,39.5211,-86.7995,1905,210
Stratford,36.3376,-102.076,1905,318
Haines,59.2416,-135.4549,1905,55
Baker,46.364,-104.2741,1905,651
Burkesville,36.7906,-85.3675,1905,285
Murfreesboro,34.0543,-93.6834,1905,200
Irrigon,45.8958,-119.4883,1904,566
Tiburones,18.4382,-66.5808,1903,1510.1
Beacon Hill,46.177,-122.9235,1903,639
Vineyard Haven,41.4572,-70.607,1903,563
South Rockwood,42.0597,-83.2654,1903,224
Willow Springs,36.9877,-91.962,1902,207
Pineville,36.7532,-83.7076,1902,217
Pelahatchie,32.3148,-89.8083,1902,123
Eastport,40.8402,-72.7285,1902,165
Churubusco,41.231,-85.3197,1901,700
Seneca,39.838,-96.0696,1900,410
Fránquez,18.3401,-66.4276,1900,1253.5
Cross Plains,36.5412,-86.6765,1900,84
Veazie,44.8407,-68.7134,1900,242
Splendora,30.2324,-95.1616,1899,241
Coal Grove,38.4977,-82.6423,1899,384
Bellport,40.754,-72.9422,1899,505
Intercourse,40.0379,-76.1081,1899,347
Wapello,41.1773,-91.1881,1898,585
Patrick Springs,36.6343,-80.1985,1898,47
Wilderness Rim,47.4464,-121.769,1898,1177
McConnell AFB,37.625,-97.26,1898,176
Howard Lake,45.0606,-94.067,1897,395
Atlantis,26.5962,-80.1031,1897,537
Stevensville,46.5111,-114.0788,1897,565
Banks,45.615,-123.1071,1897,961
Trainer,39.8245,-75.4032,1896,692
Comanche,34.3567,-97.9509,1896,172
Orion,41.3514,-90.3762,1895,775
Millville,41.685,-111.8211,1895,291
Gate City,36.6401,-82.5782,1895,183
Charlotte Park,26.9032,-82.0487,1893,710
Van Horn,31.0407,-104.8341,1893,257
St. Lawrence,40.3262,-75.8661,1893,815
Mayville,47.4982,-97.3264,1892,387
Oak Grove,31.2867,-89.4145,1891,584
Regency at Monroe,40.3208,-74.3862,1891,1006
St. Francisville,30.7852,-91.3788,1891,399
Wellston,38.675,-90.2941,1891,788
Bertram,30.7427,-98.0639,1890,482
Granger,41.7617,-93.8236,1890,437
Jobos,17.9608,-66.1655,1889,1320
Middleport,43.2117,-78.4757,1889,836
Belleville,39.8245,-97.6337,1889,354
Hope Valley,41.5151,-71.7201,1888,219
Brooklawn,39.8788,-75.1207,1888,1492
Morton,33.7248,-102.7593,1888,484
Sulligent,33.8912,-88.1266,1887,92
Shippensburg University,40.0618,-77.5231,1887,3766.5
Parchment,42.3277,-85.5667,1887,793
Kualapuu,21.1564,-157.0591,1887,24
Memphis,40.4613,-92.1704,1886,467
Colfax,41.6802,-93.2385,1886,301
Little Walnut Village,32.8257,-108.2811,1886,124
Mill City,44.752,-122.4777,1885,845
Carlin,40.719,-116.1081,1885,69
Jasonville,39.1622,-87.1998,1885,574
Braddock,40.4018,-79.8689,1885,1292
Wabasso Beach,27.7569,-80.3991,1885,600
East McKeesport,40.3848,-79.8073,1885,1761
Cairo,37.0062,-89.1819,1884,104
Anson,32.755,-99.8963,1884,263
Manteo,35.9014,-75.6609,1883,387
Leon,40.7407,-93.7547,1883,232
Freeland,48.0186,-122.5359,1883,187
Ridgely,36.2632,-89.4806,1882,366
Seth Ward,34.2163,-101.6945,1881,322
Gearhart,46.0289,-123.9173,1881,392
Mart,31.5421,-96.83,1881,553
Crest View Heights,42.0754,-76.1233,1880,593
Cameron,45.4059,-91.7422,1880,280
Eagleview,40.0598,-75.679,1880,541
Buffalo,31.46,-96.066,1880,154
Roanoke,40.7968,-89.2023,1880,773
Livingston,30.4953,-90.7467,1880,225
Ellaville,32.238,-84.3089,1880,229
Southport,39.66,-86.1171,1879,1155
Kersey,40.391,-104.5794,1879,358
Choteau,47.8137,-112.1794,1878,498
Durant,41.6011,-90.9138,1878,581
Logansport,31.9763,-93.9933,1878,213
Sparta,36.5034,-81.1217,1878,308
Shavertown,41.3188,-75.9404,1878,605
Melville,41.5611,-71.2937,1877,345
Chenoa,40.7389,-88.7259,1877,298
Baldwin,29.8389,-91.5522,1876,225
Berry College,34.2911,-85.1878,1876,592
Warren,45.8133,-122.8796,1876,114
Lagunitas-Forest Knolls,38.018,-122.6912,1874,170
Shenorock,41.3307,-73.7409,1872,1032
Chevy Chase Village,38.9698,-77.0793,1871,1721
Holley,43.2247,-78.0292,1871,569
Amboy,45.9122,-122.4796,1871,72
Steeleville,38.0086,-89.6624,1870,473
Atlantic Beach,34.7011,-76.7403,1870,308
Dunsmuir,41.2317,-122.2715,1870,450
Wofford Heights,35.7127,-118.4731,1870,112
Briarcliff,30.4088,-98.0452,1869,437
Westhampton Beach,40.8081,-72.6457,1869,246
Cooperstown,42.6996,-74.93,1869,441
Olton,34.1802,-102.137,1867,530
Fort Montgomery,41.3415,-73.9846,1867,391
East Atlantic Beach,40.5876,-73.7092,1867,1299.9
Bourbon,38.1505,-91.2494,1866,538
Kenyon,44.2726,-92.9858,1865,311
Erie,41.6589,-90.0813,1865,521
Sac City,42.4216,-94.9978,1864,146
Midway,38.1562,-84.676,1864,525
Borrego Springs,33.241,-116.3571,1864,16
Rivanna,37.9945,-78.3788,1864,264
Deatsville,32.5864,-86.3917,1864,149
St. Croix Falls,45.41,-92.6266,1863,144
Inverness,39.5758,-104.8653,1863,643
Wilkinson Heights,33.4919,-80.8286,1863,240
Salem,39.2849,-80.5645,1862,537
Marriott-Slaterville,41.2624,-112.0366,1862,99
Orwell,41.5364,-80.8596,1862,363
Harbor Beach,43.8451,-82.6563,1862,417
Conyngham,40.9913,-76.0599,1862,700
McMechen,39.9854,-80.7335,1861,1258
Middlebranch,40.8967,-81.3322,1861,854
Water Mill,40.9222,-72.3533,1860,67
Conesus Lake,42.7756,-77.7135,1860,164
Capac,43.0074,-82.9271,1858,386
Hopewell,40.3893,-74.7638,1857,990
San Augustine,31.5296,-94.1108,1857,151
Fairlea,37.7756,-80.4582,1857,191
Jal,32.1148,-103.19,1856,148
Olmos Park,29.4749,-98.4866,1856,1166
Flora,40.5455,-86.5225,1856,624
Little Cypress,30.1773,-93.7538,1856,188
Ixonia,43.1396,-88.5963,1856,196
Murphy,35.0932,-84.028,1855,282
Rosedale,33.8525,-91.0339,1855,132
South Palm Beach,26.5898,-80.039,1855,3120.7
Selmont-West Selmont,32.3784,-87.0074,1855,218
Stowell,29.7814,-94.3794,1855,71
Westover,33.3684,-86.5346,1854,36
Fairchance,39.8251,-79.754,1854,603
Hemby Bridge,35.1055,-80.6258,1853,312
Kingstown,39.2036,-76.0465,1853,315
Hanley Hills,38.6856,-90.325,1853,947.3
Davenport,47.655,-118.1519,1852,428
Smoke Rise,33.8789,-86.824,1852,123
Killian,30.353,-90.5795,1852,65
Prague,35.499,-96.7001,1851,227
Lake Kerr,29.3575,-81.7746,1851,72
Coupeville,48.2172,-122.6775,1850,562
Pumpkin Center,34.786,-77.3642,1850,563
Loop,40.4229,-78.3649,1850,392
Parkersburg,42.5739,-92.7785,1849,494
Roberts,44.9733,-92.5505,1849,276
Ridgeville,33.09,-80.3071,1849,397
Idaho Springs,39.7444,-105.5006,1848,316
Elk Creek,38.117,-85.3722,1848,123
Stanton,41.9471,-97.2171,1847,410
Seeley,32.7893,-115.6843,1847,504
Mayer,34.4233,-112.2408,1847,35
Oak Hill,38.8973,-82.5694,1847,561
Congress,34.1526,-112.8642,1846,18
Lakesite,35.2027,-85.1413,1846,409
Reform,33.3788,-88.0173,1846,88
New Chicago,41.5587,-87.2718,1846,1055
Washburn,46.677,-90.9018,1844,181
Fox Lake,43.5619,-88.913,1844,453
Parklawn,37.6071,-120.9803,1844,1704.3
Interlachen,29.6203,-81.8963,1843,116
Lincoln University,39.8064,-75.9279,1843,1655.4
Maggie Valley,35.5241,-83.0636,1843,214
South Paris,44.219,-70.5113,1842,183
Fort Hancock,31.2837,-105.8446,1842,37
Oroville,48.9419,-119.4305,1842,420
North Corbin,36.9649,-84.0973,1842,399
Groton,45.4517,-98.1,1842,406
Dudley,35.2661,-78.0382,1841,257
Arkoma,35.3374,-94.4438,1841,204
Shannon,34.1144,-88.6932,1841,175
Waterville,44.2235,-93.5746,1841,413
Cleary,32.1635,-90.1819,1841,144
Union,45.2089,-117.8679,1841,285
Walden,35.1635,-85.3098,1841,201
Poplar-Cotton Center,36.0577,-119.1502,1840,299
Wilmerding,40.3942,-79.8101,1840,1655
State Center,42.0148,-93.1653,1839,711
Parachute,39.4508,-108.0529,1839,393
Belleville,40.6059,-77.7211,1838,355
North Eagle Butte,45.0172,-101.2362,1838,80
Linden,32.3001,-87.7926,1838,198
Wynnewood,34.6437,-97.1622,1838,456
Tillson,41.8316,-74.0696,1838,302
Howey-in-the-Hills,28.7098,-81.7798,1837,224
Clayton,34.8775,-83.4027,1837,209
Fort Plain,42.9316,-74.6278,1837,527
María Antonia,17.9783,-66.8899,1837,872.1
Woodville,36.0927,-119.2012,1836,710
Sussex,41.2096,-74.6079,1836,1195
West Falmouth,41.6012,-70.6364,1836,230
Greenock,40.3125,-79.8038,1836,665
Laymantown,37.3628,-79.8524,1836,242
Wright,43.7492,-105.4948,1835,233
Moriarty,35.0034,-106.0444,1835,102
Catlettsburg,38.419,-82.6025,1834,530
Piney Mountain,38.1591,-78.4156,1834,617
Cibecue,34.0332,-110.4854,1834,118
Martinsburg,40.3109,-78.3243,1834,1096
Wind Point,42.7814,-87.7721,1833,559
Sylvan Springs,33.5302,-87.0312,1832,76
Clyde,43.0839,-76.8707,1832,321
Varnville,32.8521,-81.0802,1832,184
Kent Acres,39.1324,-75.516,1832,833
Encantada-Ranchito-El Calaboz,26.0338,-97.6337,1832,269
Fox Chase,40.3952,-75.9634,1832,1973.8
McCrory,35.2573,-91.1972,1831,298
Campbellsport,43.5975,-88.2814,1830,529
Lynnwood-Pricedale,40.1304,-79.8514,1830,571
Devon,40.0496,-75.4272,1830,1152
Center Point,29.9414,-99.0413,1830,132
Mathews,29.6821,-90.5559,1830,177
Horton,39.6635,-95.5326,1829,398
Marion,38.3547,-97.0082,1829,256
Wade,30.6401,-88.5579,1829,114
Baird,32.396,-99.3963,1828,265
Troy,36.342,-89.1583,1828,522
Gilbert,47.4912,-92.4612,1828,60
Lewiston,43.9824,-91.8694,1828,557
Unionville,40.4757,-93.0044,1827,353
Milford,38.3945,-113.0123,1827,329
Prairie City,41.5954,-93.2393,1827,568
North Industry,40.7362,-81.3728,1827,356
Romney,39.3454,-78.7564,1826,733
Towamensing Trails,40.995,-75.5826,1826,121
Superior,40.0217,-98.0618,1826,317
Comer,34.0625,-83.1263,1825,217
Port Edwards,44.3484,-89.854,1825,134
Bells,33.6167,-96.4126,1824,313
Tawas City,44.2679,-83.5244,1824,414
Lewisport,37.9309,-86.9027,1824,739
Pink,35.2327,-97.1,1823,19
Ritzville,47.1253,-118.3809,1823,402
Morgantown,31.5751,-91.3521,1822,858
Lorena,31.3818,-97.2127,1822,207
Masonville,37.6718,-87.0511,1822,67
North Liberty,41.5324,-86.428,1822,676
Westwood Shores,30.9376,-95.3254,1821,218
Somerset,29.2285,-98.6567,1821,351
Perry Park,39.2595,-104.9825,1821,82
Burnham,40.6352,-77.5631,1820,667
Hamilton College,43.0527,-75.4078,1820,1472
Huntsville,39.4364,-92.5437,1820,303
Canton,41.6566,-76.8529,1820,611
New Union,35.534,-86.0832,1819,182
Carrier Mills,37.6886,-88.6294,1819,581
San Antonio,18.4932,-67.0997,1819,1452
Tecumseh,40.3718,-96.1888,1818,464
Navajo,35.9024,-109.0321,1818,311
Second Mesa,35.8222,-110.4884,1817,17
Homosassa,28.7849,-82.6079,1817,89
Kitsap Lake,47.5905,-122.7088,1817,605
Oglala,43.1849,-102.7268,1816,56
Mount Cobb,41.4215,-75.5005,1816,98
Jenkins,37.1826,-82.631,1815,79
Pierre Part,29.9555,-91.2073,1815,228
Garrett,46.0608,-118.399,1815,268
Calhoun Falls,34.0933,-82.5963,1814,206
Roman Forest,30.1811,-95.1551,1814,321
Idalou,33.6624,-101.6838,1814,693
Victory Lakes,39.6305,-74.9663,1813,288
Lewisburg,39.8508,-84.5434,1813,645
Canyonville,42.9273,-123.2789,1812,658
Shamokin Dam,40.8547,-76.8231,1812,379
Redwood Valley,39.2689,-123.2023,1812,254
Florala,31.0176,-86.3138,1812,66
Ronan,47.5287,-114.1005,1812,581
Bull Shoals,36.3748,-92.5902,1811,142
Nutter Fort,39.2604,-80.3265,1810,785
Monroe,41.5189,-93.1038,1810,411
Seabrook Island,32.5823,-80.1738,1810,117
Hamlin,32.8898,-100.1329,1810,132
Crosbyton,33.6413,-101.2377,1810,331
Louisa,38.0212,-77.9986,1810,384
Clarendon,34.9366,-100.8918,1810,240
Loretto,35.0792,-87.4401,1810,184
Tariffville,41.9071,-72.7684,1810,1084
Sharon,31.7922,-89.0983,1810,81
Stockton,37.697,-93.796,1810,330
Carnegie,35.103,-98.5996,1809,524
Kentland,40.774,-87.4465,1809,517
Montegut,29.4656,-90.5617,1809,166
The Hideout,41.4398,-75.3478,1808,114
Hill City,39.367,-99.846,1808,695
Wilton Center,41.1914,-73.4262,1808,696
Browns Lake,42.6909,-88.237,1808,389
West Homestead,40.3978,-79.9186,1807,756
Old Orchard,40.6575,-75.2609,1807,955
Teutopolis,39.132,-88.4795,1807,341
El Valle de Arroyo Seco,35.9526,-106.026,1807,135
South Charleston,39.8243,-83.6417,1806,565
Great Falls,34.5753,-80.9048,1806,164
Hartshorne,34.8392,-95.5596,1805,216
Poth,29.0726,-98.0809,1805,220
Hamilton,32.7647,-84.8753,1805,204
Stewartville,33.0725,-86.2658,1805,28
Freeport,40.6829,-79.6837,1805,548
Gouldtown,39.4152,-75.1912,1805,246
Valley Forge,36.3043,-82.1948,1805,220
Corrigan,30.9988,-94.8274,1804,303
Tracy City,35.262,-85.7515,1804,149
Cedar Glen West,40.0418,-74.2851,1804,656
Lakemont,40.4642,-78.3922,1803,686
Eddington,40.0865,-74.9445,1803,1258
Forsgate,40.3487,-74.4637,1803,795
Marks,34.2535,-90.2723,1802,542
McEwen,36.1099,-87.6355,1802,377
Walcott,41.5989,-90.7744,1802,223
Remsen,42.8159,-95.9727,1802,475
Syracuse,37.962,-101.7782,1802,169
Moodus,41.5047,-72.4448,1802,206
Ten Mile Run,40.4218,-74.589,1801,273
Rock Creek,45.7604,-92.9088,1801,16
Minco,35.3175,-97.9517,1801,56
Bonneau,33.3081,-79.9573,1801,229
Cana,36.5816,-80.6688,1800,87
Flatonia,29.6888,-97.1059,1800,420
Olathe,38.6083,-107.9833,1800,462
Daniels,37.724,-81.1267,1800,150
Sylvan Lake,42.6172,-83.3331,1799,1336
Howard City,43.3947,-85.4683,1799,287
Priest River,48.1782,-116.8838,1799,196
La Luz,32.9698,-105.9388,1799,65
Argos,41.2379,-86.2523,1799,540
