city,lat,lng,population,density
Tilghmanton,39.5286,-77.7437,355,295
Rancho Chico,28.0243,-97.4966,355,265
Timberlake,35.2012,-108.4843,355,11
Spottsville,37.8564,-87.4167,355,290
Lewisburg,30.3659,-90.1052,355,272
Sussex,36.9173,-77.2719,355,29
Lake Viking,39.9253,-94.0692,355,17
Uniontown,37.8471,-94.9755,354,270.6
McDermott,38.8343,-83.0584,354,236
Wilmore,40.3873,-78.7172,354,178.2
Otterville,38.703,-93.0027,354,279
Rock City,42.4129,-89.4715,354,387.9
Somerville,38.2786,-87.377,354,316.2
Greeley,38.3676,-95.1272,354,173.7
Pomona,36.8671,-91.9134,354,38
Everest,39.677,-95.4248,354,141.1
Manville,34.1597,-80.2974,354,50
Hawkins,45.5115,-90.7148,354,61
Abbott,31.8868,-97.0799,354,230
Blanket,31.8243,-98.7896,353,211
Stratton,40.5255,-80.6314,353,253
Brimhall Nizhoni,35.7785,-108.6322,353,8
Unity,44.8511,-90.3131,353,137
Earl Park,40.6856,-87.4201,353,147
Rocky Boy's Agency,48.259,-109.7648,353,15
Coleville,38.5806,-119.5029,353,7
Jennings,36.1823,-96.5692,353,246
Humphrey,34.4225,-91.7025,353,104
Rock Island Arsenal,41.5169,-90.5409,353,86
Atalissa,41.5715,-91.1664,353,247.2
Belmont,40.028,-81.0409,353,334.3
Wilcox,41.5726,-78.6869,353,265
Bladensburg,40.2852,-82.2837,353,108.1
Argyle,42.3548,-88.9392,353,155
Macks Creek,37.9639,-92.9682,353,70
New Suffolk,40.9961,-72.4767,353,244
Phoenicia,42.079,-74.3089,353,299
Tasley,37.7125,-75.697,353,127
Nesika Beach,42.5045,-124.4065,353,59
Tonkawa Tribal Housing,36.6697,-97.2662,353,325
Farwell,41.3336,-77.7173,352,10.4
Clyman,43.3116,-88.7232,352,516.4
Henderson,38.8305,-82.136,352,324
Negley,40.7927,-80.536,352,151
Gideon,35.9972,-95.028,352,21
Greenwood,42.3954,-88.3836,352,51
Kincaid,38.0382,-81.2759,352,157
Kunkle,41.636,-84.4943,352,286.6
Neeses,33.5365,-81.1236,352,79
St. Regis Falls,44.6764,-74.5309,352,105
Dowelltown,36.0125,-85.9426,352,180
Bird-in-Hand,40.0373,-76.1863,352,219
Odessa,39.4565,-75.6605,352,267
Barryton,43.7505,-85.1436,352,141
Northmoor,39.1845,-94.6054,352,466.1
La Grange,41.6387,-104.1629,352,351
New Meadows,44.9712,-116.2857,352,232
Lawler,43.0721,-92.1533,352,143
Eldora,39.9536,-105.578,352,32
Dale,35.3842,-97.0434,352,180
Ballantine,45.9511,-108.1428,352,149
Woodson,33.0149,-99.0534,351,208
St. Michael,40.329,-78.7717,351,105
Vinegar Bend,31.2594,-88.3712,351,14
Perry,35.0459,-92.7948,351,193
Lockwood,35.9412,-121.0802,351,12
Yelvington,37.8483,-86.9749,351,178
Granton,44.5886,-90.4614,351,248
Atkinson,34.5275,-78.1697,351,136
Bethlehem,34.5774,-89.3289,351,34
Grand Detour,41.9011,-89.4137,351,115
Bethania,36.1808,-80.3376,351,199
Potter,41.2244,-103.1905,351,94
Hewlett Bay Park,40.6346,-73.6953,351,930
Grand View,42.9839,-116.0917,351,235
Martin,37.5667,-82.7604,351,185
Sacate Village,33.1416,-111.9811,351,38
Steward,41.8493,-89.015,350,333.8
Garretts Mill,39.3534,-77.6892,350,236
Traskwood,34.4533,-92.6642,350,24
Bode,42.868,-94.2863,350,334
Cannonville,37.5689,-112.0531,350,52
Oakdale,42.0701,-97.9671,350,259
Delanson,42.7474,-74.1841,350,209
Holt,39.4552,-94.3371,350,301
Dodgeville,47.0909,-88.5828,350,250
Bremen,37.3623,-87.2201,350,200.7
Pleasanton,33.2759,-108.8792,350,88
Henderson,43.0872,-84.1933,350,37
Kilbourne,40.1519,-90.0115,350,151
West Logan,37.8679,-81.9907,350,443.2
Stuckey,33.7321,-79.5132,349,144
Vernon,40.0956,-112.4458,349,16
Michiana Shores,41.7564,-86.8181,349,285.6
Schuyler,37.7939,-78.7002,349,87
Jacksonville,39.4761,-82.0796,349,473.8
Lobeco,32.5512,-80.7354,349,51
Richburg,34.7168,-81.0196,349,153
Ridgeway,40.5122,-83.5692,349,238
Flemington,39.2666,-80.1285,349,119.3
Magnetic Springs,40.3535,-83.2626,349,458.5
Sand Hill,35.6343,-95.2012,349,17
Vanderbilt,40.0339,-79.663,349,193.8
Wiley,38.1553,-102.7193,349,333.2
Penn Lake Park,41.1149,-75.7736,348,84
Gans,35.3874,-94.6946,348,394.8
Liberty,36.0046,-85.9779,348,116
Searchlight,35.4555,-114.9204,348,34
Halliday,47.3521,-102.3387,348,291
Dinwiddie,37.085,-77.5865,348,26
Donaldson,34.235,-92.9195,348,227
Trinidad,41.0589,-124.1434,348,277
Okolona,34.0005,-93.3377,348,169
Murchison,32.2751,-95.756,348,85
Yantis,32.9305,-95.5761,348,72
Butte,42.9125,-98.8479,348,321
Kings,42.0031,-89.107,348,217.8
Shannon,34.8476,-79.1396,348,131
Snow Lake Shores,34.824,-89.2385,348,197
Rockhill,40.241,-77.8995,348,564.2
Buckner,37.9807,-89.0152,348,154
Zihlman,39.6741,-78.9131,347,88
Howell,41.7733,-112.445,347,3
Evening Shade,36.07,-91.6218,347,80
Harrell,33.5099,-92.4001,347,242
Cooter,36.0467,-89.8091,347,387
Staley,35.7979,-79.5518,347,115
Athens,32.658,-93.0277,347,38
Willshire,40.7466,-84.7924,347,202.8
Hunts Point,47.647,-122.2306,347,566.5
Pierson,42.5437,-95.8667,347,282
Milford,39.1729,-96.9105,347,234
Bruce Crossing,46.5394,-89.1779,347,29
San Carlos II,27.4901,-99.3684,347,941.3
Lancaster,39.571,-95.3037,347,331.7
Tuleta,28.5767,-97.798,347,29
Howardville,36.5684,-89.5973,346,227.9
Candlewood Lake Club,41.4939,-73.4373,346,397.8
Tira,33.3222,-95.5606,346,94
Bear Creek,44.5313,-88.7275,346,144
Martinton,40.9153,-87.7264,346,312.2
McLeod,32.9455,-94.0776,346,48
Patterson,35.259,-91.235,346,118
McClusky,47.484,-100.4426,346,109.8
Glenview Hills,38.2951,-85.6382,346,810.4
West Manchester,39.9034,-84.6263,346,457.5
Cruger,33.323,-90.2355,346,138
Orick,41.2909,-124.0692,346,28
Hedgesville,39.5544,-77.9944,346,687.1
Crows Landing,37.3944,-121.0752,346,80
Dendron,37.0364,-76.9241,346,37
West Okoboji,43.3489,-95.1635,345,106
Anamoose,47.8828,-100.242,345,213
Spencer,42.8753,-98.7003,345,222
Lowry,45.705,-95.519,345,290
Buffalo,39.8499,-89.4091,345,306.9
Altenburg,37.6304,-89.586,345,126
Cedar Hill Lakes,38.33,-90.6577,345,276.6
Merna,41.4852,-99.7611,345,248
Unionville Center,40.1367,-83.3416,345,404.1
Malden-on-Hudson,42.0932,-73.9365,345,265
Loda,40.516,-88.0756,345,90
New Bloomington,40.5837,-83.3125,345,302
Hubbardston,43.0943,-84.842,345,91
Odum,31.6665,-82.0269,345,65
East Laurinburg,34.7691,-79.445,345,677.6
Birchwood,45.6577,-91.5507,345,123
Fox,35.7844,-92.2996,345,24
Marathon,39.1453,-84.0063,345,190
Iliff,40.7592,-103.0661,345,198.9
Camp Dennison,39.1933,-84.2899,345,248
Bowler,44.8627,-88.9814,345,128
Sedalia,36.6437,-88.6049,345,112
Monaville,37.8136,-81.9915,345,291
Eighty Four,40.1777,-80.1303,345,20
Greeleyville,33.5801,-79.9901,344,108
Kennebec,43.9035,-99.8619,344,155
Buffalo,37.709,-95.697,344,162.6
Pottawattamie Park,41.7233,-86.8671,344,368.8
Lodge Pole,48.0272,-108.5518,344,9
Roscoe,45.4501,-99.3367,344,127.7
Emery,38.9252,-111.2522,344,108
Freedom,36.768,-99.1126,344,312
Jasper,41.7859,-84.0403,344,32
Belk,33.6517,-87.9286,344,95
Friendship,38.7358,-76.5878,343,73
Terril,43.3058,-94.9689,343,244
Puckett,32.0872,-89.7819,343,46
Mead,33.9979,-96.5187,343,120.1
St. John,48.9437,-99.7132,343,299
Pine Valley,39.691,-105.4132,343,160
Rushmore,43.6197,-95.799,343,214.5
Fairview,39.5927,-80.2469,343,392.1
Remer,47.0569,-93.9126,343,99
Sugar Bush Knolls,41.2038,-81.3472,343,350.2
Boyne Falls,45.1678,-84.9131,343,235
Leonard,42.8652,-83.1429,343,133
Campbell's Island,41.5407,-90.43,343,292
Williamsburg,38.4807,-95.4681,342,135
Persia,41.5785,-95.5701,342,263
Alto Pass,37.5737,-89.3192,342,61
Brownsboro Village,38.2629,-85.6659,342,1622.5
Jeffers,44.0559,-95.1953,342,340
Mingoville,40.9369,-77.6596,342,72
Wainscott,40.9592,-72.2508,342,19
Oliver,32.5215,-81.533,342,142
Blue Springs,34.3922,-88.8779,342,29
Virgie,37.3323,-82.5823,342,128
Boulder Flats,42.9156,-108.7993,342,7
Montrose,32.5595,-83.1535,342,81
Stonerstown,40.2155,-78.2572,342,403.5
Elm Grove,35.7926,-94.5694,342,54
Orrstown,40.0588,-77.608,342,157.6
Sterling,40.9663,-81.844,342,135
Crescent Springs,35.8968,-97.6028,342,221.5
Portlandville,42.5294,-74.9674,342,73
Lake Sherwood,44.2057,-89.7942,342,125
Alberta,36.8552,-77.8937,341,61
Duncombe,42.4698,-93.9968,341,67
Beaver Creek,43.6123,-96.3624,341,248
Brockton,48.1525,-104.9066,341,133
Gilbertsville,37.0284,-88.3103,341,130
Campbell,40.2963,-98.7316,341,318
Richfield,39.9738,-122.1732,341,240
Calumet,47.3196,-93.2666,341,73
Shirley,35.6442,-92.3137,341,54
Saginaw,37.026,-94.4724,341,159
Malone,46.9779,-123.3035,341,14
Towanda,40.5633,-88.9011,341,176
Midland,35.0927,-94.3531,341,353.1
Mad River,40.4325,-123.492,341,3
Edmundson Acres,35.2273,-118.8233,341,427.9
Chilcoot-Vinton,39.8067,-120.1388,340,9
St. Marks,30.1656,-84.2078,340,67
Scranton,46.1498,-103.1429,340,191
St. Michael,63.4664,-162.1324,340,6
Little Mountain,34.1968,-81.4124,340,86
Winthrop,48.4715,-120.1792,340,140
Roann,40.9111,-85.9247,340,474.1
Irving,39.2055,-89.4052,340,146
St. Thomas,48.6192,-97.4471,340,129
Moline,37.3637,-96.3025,340,318.6
Senecaville,39.9348,-81.4595,340,276
Bradshaw,37.3534,-81.8012,340,169
Haworth,33.8405,-94.6571,340,82
Ryan,42.3524,-91.4849,340,299
Frizzleburg,41.0742,-80.449,340,46
Cazadero,38.5265,-123.0978,340,18
Grandin,36.8308,-90.8221,340,327
Broadlands,39.9087,-87.9971,340,240.3
Harrisburg,39.1397,-92.4579,340,164
Kellnersville,44.2253,-87.8021,340,243
Benton,32.823,-90.2634,340,28
Maywood,40.6587,-100.6223,339,206
Vineland,38.2447,-104.4599,339,231
Summit,45.3056,-97.0391,339,238
Lacona,41.1901,-93.385,339,262.1
Keyport,47.6999,-122.624,339,261
Keysville,33.2374,-82.229,339,124
Bear Creek Village,41.1875,-75.7553,339,69
Elderton,40.6945,-79.3421,339,285.8
Kingsville,38.7438,-94.0699,339,263.7
Universal,39.6226,-87.4554,339,378.2
Villanueva,35.2659,-105.3602,339,18
Rochester,33.3142,-99.8565,339,282.4
McIntosh,29.4494,-82.2211,339,184
Mildred,32.0411,-96.3483,339,56
Matlacha Isles-Matlacha Shores,26.6341,-82.059,339,354
Pleasant Grove,39.6802,-78.6904,339,82
Mitchellville,33.9051,-91.4984,339,402.1
Leesville,40.4519,-81.2095,339,177.8
Bunceton,38.7894,-92.7992,339,138
Stratton,40.1503,-101.228,338,302
Cameron,33.558,-80.715,338,41
Woodland,40.7152,-87.731,338,266
Preston,37.941,-93.2127,338,173
Delta,41.3228,-92.3305,338,136
Winkelman,32.9853,-110.7651,338,169
Simms,47.4931,-111.9474,338,17
Hillsboro,35.4085,-85.9639,338,31
Randlett,34.1773,-98.4639,338,207
McEwensville,41.0723,-76.8188,338,388.4
Kauneonga Lake,41.6904,-74.8347,338,113
Dexter,43.7194,-92.7017,338,92
Northway,62.9709,-141.6173,338,0.5
Hunters Hollow,38.0784,-85.6934,338,1575.6
Arkansaw,44.6334,-92.022,338,178
Potsdam,39.9637,-84.4148,338,292
Strawberry,35.9665,-91.3211,338,55
Trilla,39.3752,-88.3507,338,53.1
Hartford,38.3084,-95.9566,338,329
St. Charles,34.373,-91.1375,338,147
Westville,30.7697,-85.8465,338,18
Mount Calm,31.7564,-96.8817,338,158
Tununak,60.579,-165.2077,338,2
Mooreland,39.9973,-85.2513,338,361
Mill Creek,40.4373,-77.9307,337,303.6
Mattawana,40.4968,-77.7283,337,166
Garden City,41.9371,-111.4121,337,14
Lohrville,42.267,-94.5515,337,57
Concord,33.0917,-84.4387,337,154
East Germantown,39.8131,-85.1371,337,555.2
Mill Village,41.8775,-79.9726,337,141
Princeton,39.4016,-122.0194,337,89
Kinta,35.1194,-95.2378,337,207
Emmons,43.5071,-93.485,337,153
Strausstown,40.4913,-76.1821,337,67
Endicott,46.9282,-117.6867,337,116.7
Sheldahl,41.8646,-93.6967,337,162
Kinloch,38.7384,-90.3249,337,179
Humbird,44.5295,-90.8862,337,114
Coalton,39.2848,-89.303,337,245
Clacks Canyon,35.2203,-114.0723,337,39
Ellsworth,45.1665,-85.2435,337,174
Arnold City,40.1173,-79.8226,337,270
Cumberland Gap,36.5974,-83.6658,337,203.5
Mexican Colony,35.4689,-119.2687,337,531.5
Lenox Dale,42.3339,-73.2496,337,237
Cumberland City,36.3828,-87.6403,336,25
Delight,34.0301,-93.5072,336,235
Fargo,30.6881,-82.5721,336,47
Rose,36.2123,-95.0381,336,14
Bradfordsville,37.4943,-85.1481,336,319.9
Hills and Dales,40.8292,-81.4439,336,261.6
Kratzerville,40.8588,-76.8939,336,136
Bellflower,39.0038,-91.3521,336,231
Greigsville,42.8307,-77.9015,336,182
Kempton,40.2881,-86.2294,336,451.7
Kelly,34.4639,-78.3109,336,11
Williamsville,36.9737,-90.548,336,282
Laurelton,40.8815,-77.2024,336,227
Windthorst,33.576,-98.4348,336,51
Imbler,45.4621,-117.9632,336,375.8
Goshen,37.9901,-79.5067,336,75
Alsace Manor,40.3973,-75.8548,335,489.5
Sigurd,38.8494,-111.968,335,131
Templeton,40.9185,-79.4603,335,279
Scottsville,32.5317,-94.2464,335,98
Edom,32.3743,-95.6099,335,51
Auburntown,35.9511,-86.0969,335,227
Brocton,39.7154,-87.9336,335,226
Bridgeport,39.8009,-75.3468,335,235.7
Luther,44.0386,-85.6827,335,132
East Rocky Hill,40.4079,-74.6128,335,31
Oak Island,29.6628,-94.6883,334,107
Clarks,41.2163,-97.8394,334,140
Coral,40.502,-79.1746,334,646.9
Pelham,35.3342,-85.8703,334,7
Letts,41.3301,-91.2354,334,227
Crawfordsville,41.2139,-91.5366,334,336
Kapalua,20.9959,-156.6418,334,26
Paris,34.1749,-89.4519,334,106
Eckley,40.1124,-102.4883,334,272
Goodville,40.128,-76.0046,334,83
McVeytown,40.4981,-77.7415,334,339
Pratt,38.2082,-81.3869,334,635.5
Wakita,36.8819,-97.9241,334,26
Linndale,41.445,-81.7665,334,2075.2
Bazine,38.4462,-99.693,334,286
Adamsville,40.0689,-81.8826,334,145.6
Harpers Ferry,39.3252,-77.741,334,240
Chaseburg,43.6598,-91.0968,334,152
Hartford Village,43.6638,-72.3364,334,110
Emhouse,32.1607,-96.5772,333,143.3
North Garden,37.9612,-78.6334,333,45
Glencoe,38.7253,-84.8238,333,72
Jeffersonville,38.4425,-88.404,333,126
Lawrence,40.2902,-98.2596,333,309
Novinger,40.2341,-92.7066,333,163
Apple River,42.5022,-90.0937,333,182
Low Moor,37.7952,-79.8695,333,113
Mapleton,40.5731,-89.7248,333,145
Starbrick,41.8419,-79.2133,333,108
Cyrus,45.6147,-95.7381,333,295.7
Floyd,35.1989,-91.9645,333,26
Indian Wells,35.4089,-110.1062,333,12
Fly Creek,42.7191,-74.9848,333,78
Lewisville,43.9241,-94.4341,333,222.6
Mount Cory,40.9349,-83.8236,332,167.4
Stickleyville,36.7091,-82.9116,332,44
Valle Crucis,36.2076,-81.7861,332,28
Salt Lick,38.1194,-83.6156,332,164
Rowley,42.3685,-91.8443,332,330
Deer Park,39.424,-79.326,332,128
South Union,34.5536,-83.0509,332,49
Cameron,35.1374,-94.5393,332,85
Smithland,37.1387,-88.4038,332,253
Riverbend,47.1472,-114.8319,332,32
Douglassville,33.1917,-94.3519,332,20
Pleasant Dale,40.791,-96.9329,332,152.1
Mapleton,44.0325,-123.8609,332,142
Tina,39.5379,-93.4413,332,119.3
Chester,30.9214,-94.6002,332,81
Bayard,41.8522,-94.5585,332,289
Seventh Mountain,44.005,-121.3825,332,66
Nashport,40.068,-82.1735,332,51
Bluebell,40.3576,-110.2232,332,13
Copeland,37.5405,-100.6288,332,77.9
Raymond City,38.4838,-81.8195,331,166.3
Fletcher,40.1417,-84.1119,331,423.5
Tallulah Falls,34.7263,-83.3826,331,15
Parrottsville,36.0082,-83.0916,331,172
Hackneyville,33.0567,-85.9312,331,14
Whiteface,33.5996,-102.6134,331,217
McLain,31.1037,-88.8239,331,37
Hardesty,36.6148,-101.1936,331,45.5
Wheatland,37.9404,-93.3993,331,109
Centerville,29.7558,-91.428,331,135
Birmingham,41.3302,-82.3617,331,113
Kylertown,40.9993,-78.1681,331,74
Manton,40.4202,-121.854,331,7
Mineral Bluff,34.914,-84.2776,331,90
Alto Bonito Heights,26.3158,-98.6413,331,1311.6
Crystal,36.029,-108.9898,331,28
Burlison,35.5569,-89.7847,331,121
Delaware Park,40.7051,-75.1883,331,1331.7
Holiday Lake,41.8175,-92.4529,330,47
Richland Springs,31.2715,-98.9486,330,126
Kelford,36.1813,-77.2243,330,264
Strong,33.1079,-92.3556,330,79
Coffeeville,31.7666,-88.0861,330,28
So-Hi,35.2527,-114.1415,330,145
Holcomb,33.7642,-89.9732,330,26
Gaastra,46.0557,-88.605,330,77
Progreso Lakes,26.0712,-97.9587,330,60
Sanders,38.6549,-84.9466,330,298
Comfrey,44.1111,-94.9029,330,297
Rogersville,39.8807,-80.2695,330,313
Earl,35.1954,-81.534,330,147
Wallsburg,40.3869,-111.4194,330,202
Long,35.4993,-94.547,330,16
Kawela Bay,21.6991,-158.0026,330,219
Littlefield,36.8659,-113.936,330,10
Askov,46.1886,-92.7824,329,101
Grainfield,39.1143,-100.4684,329,274
Weir,30.6759,-97.593,329,78
Clarence,31.8198,-93.0292,329,80
Westport,46.1303,-123.3715,329,191
Donnelsville,39.9155,-83.943,329,244.4
Bridgeton,35.1348,-77.016,329,62
Madison,38.3794,-78.2586,329,311.7
Kidder,39.7822,-94.1023,329,315
Pine Lakes Addition,43.551,-96.6355,329,358.5
Garland,35.5823,-89.7525,329,233
Walcott,36.0454,-90.6722,329,102
Freistatt,37.0213,-93.8976,329,214.8
Amherst Junction,44.4687,-89.3167,329,102
Robinette,37.7856,-81.7879,329,42
Maysville,36.402,-94.5889,329,53
Russellville,39.8569,-86.9833,329,61.9
Lake Almanor West,40.2336,-121.2021,329,55
New Riegel,41.052,-83.3191,329,245
Lawn,32.1366,-99.7499,329,212
Hackensack,46.927,-94.5161,329,124
Saxman,55.3232,-131.5892,328,131
Green Camp,40.5322,-83.2077,328,304.7
Dillard,34.9749,-83.382,328,71
Ethan,43.5463,-97.9834,328,254.7
Fairwater,43.7424,-88.868,328,172
Keytesville,39.4313,-92.9371,328,164
Fountain Run,36.7238,-85.9561,328,96
Sibley,39.1758,-94.2009,328,121
Butlertown,39.2817,-76.0995,328,154
Evening Shade,35.6195,-94.9104,328,9
Burnett,43.5065,-88.7084,327,178
Williams,42.4892,-93.5412,327,148
Union,47.3475,-123.0951,327,77
Chauncey,32.1059,-83.0646,327,73
Kendleton,29.4469,-96.0012,327,114
Taloga,36.0402,-98.964,327,244
Fulton,31.7916,-87.7396,327,51
Elko,33.3808,-81.3805,327,120
Coleman,34.2635,-96.4194,327,33
Commodore,40.7154,-78.9375,327,151
Willard,34.5948,-106.0325,327,136
Mentone,34.5655,-85.5846,327,29
Goree,33.468,-99.5236,327,87
New Athens,40.1845,-80.9948,327,269.2
Templeton,41.918,-94.9413,327,280
Irwin,41.7901,-95.2068,327,215
Camp Sherman,44.4493,-121.6496,327,40
Urie,41.3089,-110.3351,327,70
Gopher Flats,45.6658,-118.7225,327,59
King Salmon,58.753,-156.5061,327,0.1
Lostine,45.4868,-117.4296,327,247.2
Corral Viejo,18.0755,-66.6523,327,186.6
Fort Hunter Liggett,36.0019,-121.2381,327,45
Crane,38.8943,-86.9012,326,8
Newburg,40.137,-77.5546,326,560.8
Newcastle,37.6628,-113.5644,326,31
Dill City,35.2816,-99.1336,326,217
Nashua,48.1336,-106.3571,326,178
Marion,43.9431,-92.3531,326,67
Arimo,42.5601,-112.173,326,279
Surry,37.1372,-76.8333,326,152
Dalton,41.4083,-102.9708,326,157.7
Midway,31.0252,-95.7539,326,79
La Yuca,18.0727,-66.6077,326,1335.9
Enon Valley,40.8559,-80.4565,326,257
Low Moor,41.8029,-90.355,326,231
London Mills,40.7106,-90.2661,326,184
Prescott,46.2988,-118.3126,326,315
Riverview Colony,48.1823,-111.0327,326,139
Hooven,39.1864,-84.7632,326,48
Ashley Heights,35.09,-79.374,326,56
Anchor Bay,38.8126,-123.5704,326,35
Stewart,39.308,-81.8974,326,210.9
Moro,45.4837,-120.7333,326,253
Webster,35.35,-83.2188,325,125
Oldwick,40.67,-74.7443,325,69
Manvel,48.0727,-97.1779,325,76.2
Colt,35.1329,-90.8129,325,99
St. Marie,48.4053,-106.4986,325,5
Oldtown,48.1841,-117.0204,325,152
Forest Hills,35.2958,-83.1955,325,253
Hanston,38.1229,-99.7127,325,183.5
Moscow,39.5393,-79.0082,325,94.5
Nashville,40.5961,-82.1129,325,350.3
Nixon,39.828,-119.3589,325,19
Rosemont,39.3317,-77.6214,325,225
Everton,37.3429,-93.7023,325,343.6
Sebastopol,32.5679,-89.334,325,80
West Stewartstown,44.9907,-71.5311,325,202
Eldorado Springs,39.9366,-105.2626,325,48
Quitaque,34.3674,-101.0556,325,173
Bronson,42.409,-96.2105,325,360.5
Inchelium,48.3379,-118.2372,325,4
Oak Shores,35.7602,-120.9813,325,24
Stapleton,41.4802,-100.5125,325,377
Hanaford,37.958,-88.8356,325,124
Calhoun,38.4683,-93.6251,324,127
Montezuma Creek,37.2563,-109.303,324,10
Clarington,39.7763,-80.8647,324,109
Stonefort,37.6178,-88.7051,324,86
Winslow,42.4929,-89.7948,324,273
Empire,44.8126,-86.0594,324,121
Etowah,35.7225,-90.2321,324,21
Summerfield,38.5957,-89.7497,324,252
Shaktoolik,64.3568,-161.1973,324,117
Acorn,34.6379,-94.2025,324,31
Crumpton,39.2358,-75.9223,324,133
Francis,34.8745,-96.5926,324,223
Tupelo,34.6027,-96.4208,324,301
Hop Bottom,41.7053,-75.7674,324,206
Grangeville,36.344,-119.7075,324,195
Greenleaf,39.7273,-96.98,324,276
Elco,40.0812,-79.8813,324,980.2
Centertown,35.7251,-85.9197,324,135
Lakeview,34.9874,-90.1395,324,696.9
Patrick,34.5752,-80.0446,323,130
Barnum,42.5062,-94.3657,323,29.3
Glen Echo,38.9683,-77.1412,323,864.4
Briggsdale,40.6359,-104.3284,323,191
Montpelier,30.6823,-90.6545,323,66
Streetman,31.8787,-96.3306,323,88
Stinesville,39.3,-86.6498,323,225.8
Lobo Canyon,35.2238,-107.7209,323,29
Mercer,40.5106,-93.5299,323,324
Manalapan,26.562,-80.0439,323,278
Brisbin,40.8395,-78.3526,323,174
Medora,39.1765,-90.1414,323,171.2
East New Market,38.597,-75.9232,323,311
Bridgewater,43.5502,-97.4984,322,110
Ransom,38.6367,-99.9328,322,142.1
Laclede,39.7879,-93.1697,322,99
Marble Rock,42.9647,-92.8681,322,149
Optima,36.7613,-101.3491,322,233
Lenora,39.6109,-100.0014,322,258
Sidon,33.4079,-90.2081,322,381.8
Eau Claire,41.1368,-79.7986,322,97
Los Barreras,26.3911,-98.9184,322,272.9
Cerro Gordo,34.3226,-78.9286,322,157
Wurtsboro Hills,41.5966,-74.5052,322,104
Lake Angelus,42.6921,-83.3216,322,126
Niobrara,42.7499,-98.0317,322,170
Lybrook,36.229,-107.5549,322,32
Blairsville,37.8107,-89.1239,322,123
Kukuihaele,20.1195,-155.5654,322,72
Jamestown,48.1229,-123.0911,322,213
Juda,42.59,-89.5092,322,237.1
Salem Heights,40.9031,-80.8871,322,186
Kampsville,39.2971,-90.6127,321,121
Milton,39.7862,-85.1562,321,544.7
Agra,35.895,-96.8703,321,315
Ralston,36.5035,-96.7373,321,268
Davy,37.4759,-81.6475,321,97
New Douglas,38.9697,-89.6665,321,118
Garland,40.9446,-96.9855,321,270.3
Creighton,38.4966,-94.0721,321,521.4
Ben Avon Heights,40.5125,-80.0731,321,706.9
Kiron,42.1941,-95.3271,321,383.3
